Date,Currency,Exchange
2019-11-04,CAD,1.3156
2019-11-04,AUD,1.4481
2019-11-04,EUR,0.8962
2019-11-04,GBP,0.774
2019-11-05,USD,1.0
2019-11-05,CAD,1.3128
2019-11-05,AUD,1.4474
2019-11-05,EUR,0.9002
2019-11-05,GBP,0.7752
2019-11-06,USD,1.0
2019-11-06,CAD,1.3164
2019-11-06,AUD,1.4491
2019-11-06,EUR,0.9017
2019-11-06,GBP,0.7758
2019-11-07,USD,1.0
2019-11-07,CAD,1.3167
2019-11-07,AUD,1.4498
2019-11-07,EUR,0.9028
2019-11-07,GBP,0.7804
2019-11-08,USD,1.0
2019-11-08,CAD,1.3196
2019-11-08,AUD,1.456
2019-11-08,EUR,0.9063
2019-11-08,GBP,0.7808
2019-11-09,USD,1.0
2019-11-09,CAD,1.3196
2019-11-09,AUD,1.456
2019-11-09,EUR,0.9063
2019-11-09,GBP,0.7808
2019-11-10,USD,1.0
2019-11-10,CAD,1.3196
2019-11-10,AUD,1.456
2019-11-10,EUR,0.9063
2019-11-10,GBP,0.7808
2019-11-11,USD,1.0
2019-11-11,CAD,1.323
2019-11-11,AUD,1.4587
2019-11-11,EUR,0.9057
2019-11-11,GBP,0.7766
2019-11-12,USD,1.0
2019-11-12,CAD,1.3244
2019-11-12,AUD,1.4605
2019-11-12,EUR,0.9079
2019-11-12,GBP,0.7791
2019-11-13,USD,1.0
2019-11-13,CAD,1.3258
2019-11-13,AUD,1.4653
2019-11-13,EUR,0.9086
2019-11-13,GBP,0.7792
2019-11-14,USD,1.0
2019-11-14,CAD,1.3265
2019-11-14,AUD,1.4743
2019-11-14,EUR,0.9093
2019-11-14,GBP,0.7788
2019-11-15,USD,1.0
2019-11-15,CAD,1.3239
2019-11-15,AUD,1.4701
2019-11-15,EUR,0.9063
2019-11-15,GBP,0.7763
2019-11-16,USD,1.0
2019-11-16,CAD,1.3239
2019-11-16,AUD,1.4701
2019-11-16,EUR,0.9063
2019-11-16,GBP,0.7763
2019-11-17,USD,1.0
2019-11-17,CAD,1.3239
2019-11-17,AUD,1.4701
2019-11-17,EUR,0.9063
2019-11-17,GBP,0.7763
2019-11-18,USD,1.0
2019-11-18,CAD,1.3219
2019-11-18,AUD,1.4684
2019-11-18,EUR,0.9041
2019-11-18,GBP,0.7714
2019-11-19,USD,1.0
2019-11-19,CAD,1.321
2019-11-19,AUD,1.4656
2019-11-19,EUR,0.9028
2019-11-19,GBP,0.7725
2019-11-20,USD,1.0
2019-11-20,CAD,1.3302
2019-11-20,AUD,1.4673
2019-11-20,EUR,0.9042
2019-11-20,GBP,0.7751
2019-11-21,USD,1.0
2019-11-21,CAD,1.3307
2019-11-21,AUD,1.468
2019-11-21,EUR,0.9016
2019-11-21,GBP,0.7713
2019-11-22,USD,1.0
2019-11-22,CAD,1.3275
2019-11-22,AUD,1.4729
2019-11-22,EUR,0.9043
2019-11-22,GBP,0.7775
2019-11-23,USD,1.0
2019-11-23,CAD,1.3275
2019-11-23,AUD,1.4729
2019-11-23,EUR,0.9043
2019-11-23,GBP,0.7775
2019-11-24,USD,1.0
2019-11-24,CAD,1.3275
2019-11-24,AUD,1.4729
2019-11-24,EUR,0.9043
2019-11-24,GBP,0.7775
2019-11-25,USD,1.0
2019-11-25,CAD,1.3307
2019-11-25,AUD,1.4746
2019-11-25,EUR,0.9084
2019-11-25,GBP,0.7768
2019-11-26,USD,1.0
2019-11-26,CAD,1.3306
2019-11-26,AUD,1.4747
2019-11-26,EUR,0.9074
2019-11-26,GBP,0.7778
2019-11-27,USD,1.0
2019-11-27,CAD,1.3266
2019-11-27,AUD,1.4733
2019-11-27,EUR,0.9083
2019-11-27,GBP,0.7762
2019-11-28,USD,1.0
2019-11-28,CAD,1.3289
2019-11-28,AUD,1.4769
2019-11-28,EUR,0.9087
2019-11-28,GBP,0.774
2019-11-29,USD,1.0
2019-11-29,CAD,1.3307
2019-11-29,AUD,1.4777
2019-11-29,EUR,0.9106
2019-11-29,GBP,0.776
2019-11-30,USD,1.0
2019-11-30,CAD,1.3307
2019-11-30,AUD,1.4777
2019-11-30,EUR,0.9106
2019-11-30,GBP,0.776
2019-12-01,USD,1.0
2019-12-01,CAD,1.3307
2019-12-01,AUD,1.4777
2019-12-01,EUR,0.9106
2019-12-01,GBP,0.776
2019-12-02,USD,1.0
2019-12-02,CAD,1.3296
2019-12-02,AUD,1.4733
2019-12-02,EUR,0.9072
2019-12-02,GBP,0.7731
2019-12-03,USD,1.0
2019-12-03,CAD,1.332
2019-12-03,AUD,1.462
2019-12-03,EUR,0.9033
2019-12-03,GBP,0.7696
2019-12-04,USD,1.0
2019-12-04,CAD,1.3272
2019-12-04,AUD,1.4622
2019-12-04,EUR,0.9024
2019-12-04,GBP,0.7636
2019-12-05,USD,1.0
2019-12-05,CAD,1.3169
2019-12-05,AUD,1.4648
2019-12-05,EUR,0.9014
2019-12-05,GBP,0.7614
2019-12-06,USD,1.0
2019-12-06,CAD,1.3176
2019-12-06,AUD,1.4593
2019-12-06,EUR,0.9014
2019-12-06,GBP,0.7612
2019-12-07,USD,1.0
2019-12-07,CAD,1.3176
2019-12-07,AUD,1.4593
2019-12-07,EUR,0.9014
2019-12-07,GBP,0.7612
2019-12-08,USD,1.0
2019-12-08,CAD,1.3176
2019-12-08,AUD,1.4593
2019-12-08,EUR,0.9014
2019-12-08,GBP,0.7612
2019-12-09,USD,1.0
2019-12-09,CAD,1.3251
2019-12-09,AUD,1.4653
2019-12-09,EUR,0.9029
2019-12-09,GBP,0.7602
2019-12-10,USD,1.0
2019-12-10,CAD,1.324
2019-12-10,AUD,1.4693
2019-12-10,EUR,0.9028
2019-12-10,GBP,0.759
2019-12-11,USD,1.0
2019-12-11,CAD,1.3238
2019-12-11,AUD,1.4622
2019-12-11,EUR,0.9029
2019-12-11,GBP,0.7607
2019-12-12,USD,1.0
2019-12-12,CAD,1.3178
2019-12-12,AUD,1.4515
2019-12-12,EUR,0.8979
2019-12-12,GBP,0.7593
2019-12-13,USD,1.0
2019-12-13,CAD,1.3166
2019-12-13,AUD,1.4461
2019-12-13,EUR,0.8949
2019-12-13,GBP,0.7473
2019-12-14,USD,1.0
2019-12-14,CAD,1.3166
2019-12-14,AUD,1.4461
2019-12-14,EUR,0.8949
2019-12-14,GBP,0.7473
2019-12-15,USD,1.0
2019-12-15,CAD,1.3166
2019-12-15,AUD,1.4461
2019-12-15,EUR,0.8949
2019-12-15,GBP,0.7473
2019-12-16,USD,1.0
2019-12-16,CAD,1.3118
2019-12-16,AUD,1.4514
2019-12-16,EUR,0.8972
2019-12-16,GBP,0.7484
2019-12-17,USD,1.0
2019-12-17,CAD,1.3161
2019-12-17,AUD,1.4598
2019-12-17,EUR,0.8959
2019-12-17,GBP,0.7593
2019-12-18,USD,1.0
2019-12-18,CAD,1.3157
2019-12-18,AUD,1.4599
2019-12-18,EUR,0.8997
2019-12-18,GBP,0.7652
2019-12-19,USD,1.0
2019-12-19,CAD,1.3122
2019-12-19,AUD,1.4561
2019-12-19,EUR,0.8995
2019-12-19,GBP,0.7653
2019-12-20,USD,1.0
2019-12-20,CAD,1.3138
2019-12-20,AUD,1.4498
2019-12-20,EUR,0.9011
2019-12-20,GBP,0.7672
2019-12-21,USD,1.0
2019-12-21,CAD,1.3138
2019-12-21,AUD,1.4498
2019-12-21,EUR,0.9011
2019-12-21,GBP,0.7672
2019-12-22,USD,1.0
2019-12-22,CAD,1.3138
2019-12-22,AUD,1.4498
2019-12-22,EUR,0.9011
2019-12-22,GBP,0.7672
2019-12-23,USD,1.0
2019-12-23,CAD,1.3162
2019-12-23,AUD,1.4454
2019-12-23,EUR,0.9029
2019-12-23,GBP,0.7739
2019-12-24,USD,1.0
2019-12-24,CAD,1.3161
2019-12-24,AUD,1.4458
2019-12-24,EUR,0.9025
2019-12-24,GBP,0.772
2019-12-25,USD,1.0
2019-12-25,CAD,1.3161
2019-12-25,AUD,1.4458
2019-12-25,EUR,0.9025
2019-12-25,GBP,0.772
2019-12-26,USD,1.0
2019-12-26,CAD,1.3161
2019-12-26,AUD,1.4458
2019-12-26,EUR,0.9025
2019-12-26,GBP,0.772
2019-12-27,USD,1.0
2019-12-27,CAD,1.3083
2019-12-27,AUD,1.4342
2019-12-27,EUR,0.8966
2019-12-27,GBP,0.7633
2019-12-28,USD,1.0
2019-12-28,CAD,1.3083
2019-12-28,AUD,1.4342
2019-12-28,EUR,0.8966
2019-12-28,GBP,0.7633
2019-12-29,USD,1.0
2019-12-29,CAD,1.3083
2019-12-29,AUD,1.4342
2019-12-29,EUR,0.8966
2019-12-29,GBP,0.7633
2019-12-30,USD,1.0
2019-12-30,CAD,1.3067
2019-12-30,AUD,1.4293
2019-12-30,EUR,0.8937
2019-12-30,GBP,0.7615
2019-12-31,USD,1.0
2019-12-31,CAD,1.2994
2019-12-31,AUD,1.4238
2019-12-31,EUR,0.8902
2019-12-31,GBP,0.7573
2020-01-01,USD,1.0
2020-01-01,CAD,1.2994
2020-01-01,AUD,1.4238
2020-01-01,EUR,0.8902
2020-01-01,GBP,0.7573
2020-01-02,USD,1.0
2020-01-02,CAD,1.2998
2020-01-02,AUD,1.43
2020-01-02,EUR,0.8934
2020-01-02,GBP,0.7579
2020-01-03,USD,1.0
2020-01-03,CAD,1.2982
2020-01-03,AUD,1.4381
2020-01-03,EUR,0.8971
2020-01-03,GBP,0.7636
2020-01-04,USD,1.0
2020-01-04,CAD,1.2982
2020-01-04,AUD,1.4381
2020-01-04,EUR,0.8971
2020-01-04,GBP,0.7636
2020-01-05,USD,1.0
2020-01-05,CAD,1.2982
2020-01-05,AUD,1.4381
2020-01-05,EUR,0.8971
2020-01-05,GBP,0.7636
2020-01-06,USD,1.0
2020-01-06,CAD,1.2976
2020-01-06,AUD,1.44
2020-01-06,EUR,0.8933
2020-01-06,GBP,0.7613
2020-01-07,USD,1.0
2020-01-07,CAD,1.2997
2020-01-07,AUD,1.4546
2020-01-07,EUR,0.8951
2020-01-07,GBP,0.7625
2020-01-08,USD,1.0
2020-01-08,CAD,1.3018
2020-01-08,AUD,1.457
2020-01-08,EUR,0.8997
2020-01-08,GBP,0.7635
2020-01-09,USD,1.0
2020-01-09,CAD,1.3056
2020-01-09,AUD,1.4575
2020-01-09,EUR,0.9001
2020-01-09,GBP,0.7676
2020-01-10,USD,1.0
2020-01-10,CAD,1.3072
2020-01-10,AUD,1.4545
2020-01-10,EUR,0.9016
2020-01-10,GBP,0.7647
2020-01-11,USD,1.0
2020-01-11,CAD,1.3072
2020-01-11,AUD,1.4545
2020-01-11,EUR,0.9016
2020-01-11,GBP,0.7647
2020-01-12,USD,1.0
2020-01-12,CAD,1.3072
2020-01-12,AUD,1.4545
2020-01-12,EUR,0.9016
2020-01-12,GBP,0.7647
2020-01-13,USD,1.0
2020-01-13,CAD,1.3045
2020-01-13,AUD,1.4486
2020-01-13,EUR,0.8988
2020-01-13,GBP,0.7708
2020-01-14,USD,1.0
2020-01-14,CAD,1.3071
2020-01-14,AUD,1.4494
2020-01-14,EUR,0.8997
2020-01-14,GBP,0.7703
2020-01-15,USD,1.0
2020-01-15,CAD,1.3072
2020-01-15,AUD,1.4529
2020-01-15,EUR,0.8975
2020-01-15,GBP,0.769
2020-01-16,USD,1.0
2020-01-16,CAD,1.3035
2020-01-16,AUD,1.4428
2020-01-16,EUR,0.8953
2020-01-16,GBP,0.7652
2020-01-17,USD,1.0
2020-01-17,CAD,1.3052
2020-01-17,AUD,1.4514
2020-01-17,EUR,0.9003
2020-01-17,GBP,0.7662
2020-01-18,USD,1.0
2020-01-18,CAD,1.3052
2020-01-18,AUD,1.4514
2020-01-18,EUR,0.9003
2020-01-18,GBP,0.7662
2020-01-19,USD,1.0
2020-01-19,CAD,1.3052
2020-01-19,AUD,1.4514
2020-01-19,EUR,0.9003
2020-01-19,GBP,0.7662
2020-01-20,USD,1.0
2020-01-20,CAD,1.3069
2020-01-20,AUD,1.4573
2020-01-20,EUR,0.9021
2020-01-20,GBP,0.7693
2020-01-21,USD,1.0
2020-01-21,CAD,1.3056
2020-01-21,AUD,1.4554
2020-01-21,EUR,0.8997
2020-01-21,GBP,0.765
2020-01-22,USD,1.0
2020-01-22,CAD,1.3046
2020-01-22,AUD,1.4596
2020-01-22,EUR,0.9019
2020-01-22,GBP,0.7616
2020-01-23,USD,1.0
2020-01-23,CAD,1.3163
2020-01-23,AUD,1.456
2020-01-23,EUR,0.9016
2020-01-23,GBP,0.7619
2020-01-24,USD,1.0
2020-01-24,CAD,1.3132
2020-01-24,AUD,1.4614
2020-01-24,EUR,0.9062
2020-01-24,GBP,0.7641
2020-01-25,USD,1.0
2020-01-25,CAD,1.3132
2020-01-25,AUD,1.4614
2020-01-25,EUR,0.9062
2020-01-25,GBP,0.7641
2020-01-26,USD,1.0
2020-01-26,CAD,1.3132
2020-01-26,AUD,1.4614
2020-01-26,EUR,0.9062
2020-01-26,GBP,0.7641
2020-01-27,USD,1.0
2020-01-27,CAD,1.3187
2020-01-27,AUD,1.4776
2020-01-27,EUR,0.907
2020-01-27,GBP,0.7652
2020-01-28,USD,1.0
2020-01-28,CAD,1.319
2020-01-28,AUD,1.4802
2020-01-28,EUR,0.9087
2020-01-28,GBP,0.7688
2020-01-29,USD,1.0
2020-01-29,CAD,1.3177
2020-01-29,AUD,1.4816
2020-01-29,EUR,0.909
2020-01-29,GBP,0.7688
2020-01-30,USD,1.0
2020-01-30,CAD,1.3217
2020-01-30,AUD,1.4881
2020-01-30,EUR,0.9067
2020-01-30,GBP,0.7633
2020-01-31,USD,1.0
2020-01-31,CAD,1.3235
2020-01-31,AUD,1.4924
2020-01-31,EUR,0.9048
2020-01-31,GBP,0.7616
2020-02-01,USD,1.0
2020-02-01,CAD,1.3235
2020-02-01,AUD,1.4924
2020-02-01,EUR,0.9048
2020-02-01,GBP,0.7616
2020-02-02,USD,1.0
2020-02-02,CAD,1.3235
2020-02-02,AUD,1.4924
2020-02-02,EUR,0.9048
2020-02-02,GBP,0.7616
2020-02-03,USD,1.0
2020-02-03,CAD,1.3236
2020-02-03,AUD,1.493
2020-02-03,EUR,0.9037
2020-02-03,GBP,0.7661
2020-02-04,USD,1.0
2020-02-04,CAD,1.3279
2020-02-04,AUD,1.488
2020-02-04,EUR,0.9051
2020-02-04,GBP,0.7683
2020-02-05,USD,1.0
2020-02-05,CAD,1.3285
2020-02-05,AUD,1.4786
2020-02-05,EUR,0.9072
2020-02-05,GBP,0.7661
2020-02-06,USD,1.0
2020-02-06,CAD,1.3278
2020-02-06,AUD,1.4798
2020-02-06,EUR,0.9088
2020-02-06,GBP,0.771
2020-02-07,USD,1.0
2020-02-07,CAD,1.3314
2020-02-07,AUD,1.4967
2020-02-07,EUR,0.9117
2020-02-07,GBP,0.7724
2020-02-08,USD,1.0
2020-02-08,CAD,1.3314
2020-02-08,AUD,1.4967
2020-02-08,EUR,0.9117
2020-02-08,GBP,0.7724
2020-02-09,USD,1.0
2020-02-09,CAD,1.3314
2020-02-09,AUD,1.4967
2020-02-09,EUR,0.9117
2020-02-09,GBP,0.7724
2020-02-10,USD,1.0
2020-02-10,CAD,1.3314
2020-02-10,AUD,1.4951
2020-02-10,EUR,0.9132
2020-02-10,GBP,0.7728
2020-02-11,USD,1.0
2020-02-11,CAD,1.3297
2020-02-11,AUD,1.4916
2020-02-11,EUR,0.9173
2020-02-11,GBP,0.7736
2020-02-12,USD,1.0
2020-02-12,CAD,1.3256
2020-02-12,AUD,1.482
2020-02-12,EUR,0.9163
2020-02-12,GBP,0.7702
2020-02-13,USD,1.0
2020-02-13,CAD,1.3257
2020-02-13,AUD,1.485
2020-02-13,EUR,0.9202
2020-02-13,GBP,0.7672
2020-02-14,USD,1.0
2020-02-14,CAD,1.3248
2020-02-14,AUD,1.4897
2020-02-14,EUR,0.9223
2020-02-14,GBP,0.7675
2020-02-15,USD,1.0
2020-02-15,CAD,1.3248
2020-02-15,AUD,1.4897
2020-02-15,EUR,0.9223
2020-02-15,GBP,0.7675
2020-02-16,USD,1.0
2020-02-16,CAD,1.3248
2020-02-16,AUD,1.4897
2020-02-16,EUR,0.9223
2020-02-16,GBP,0.7675
2020-02-17,USD,1.0
2020-02-17,CAD,1.3229
2020-02-17,AUD,1.4886
2020-02-17,EUR,0.9229
2020-02-17,GBP,0.7682
2020-02-18,USD,1.0
2020-02-18,CAD,1.3263
2020-02-18,AUD,1.4973
2020-02-18,EUR,0.9246
2020-02-18,GBP,0.7672
2020-02-19,USD,1.0
2020-02-19,CAD,1.3223
2020-02-19,AUD,1.4946
2020-02-19,EUR,0.9259
2020-02-19,GBP,0.7699
2020-02-20,USD,1.0
2020-02-20,CAD,1.3257
2020-02-20,AUD,1.5101
2020-02-20,EUR,0.9268
2020-02-20,GBP,0.777
2020-02-21,USD,1.0
2020-02-21,CAD,1.3258
2020-02-21,AUD,1.515
2020-02-21,EUR,0.9258
2020-02-21,GBP,0.7732
2020-02-22,USD,1.0
2020-02-22,CAD,1.3258
2020-02-22,AUD,1.515
2020-02-22,EUR,0.9258
2020-02-22,GBP,0.7732
2020-02-23,USD,1.0
2020-02-23,CAD,1.3258
2020-02-23,AUD,1.515
2020-02-23,EUR,0.9258
2020-02-23,GBP,0.7732
2020-02-24,USD,1.0
2020-02-24,CAD,1.3285
2020-02-24,AUD,1.5145
2020-02-24,EUR,0.9244
2020-02-24,GBP,0.7749
2020-02-25,USD,1.0
2020-02-25,CAD,1.3287
2020-02-25,AUD,1.5168
2020-02-25,EUR,0.9225
2020-02-25,GBP,0.7715
2020-02-26,USD,1.0
2020-02-26,CAD,1.3305
2020-02-26,AUD,1.5232
2020-02-26,EUR,0.9195
2020-02-26,GBP,0.7738
2020-02-27,USD,1.0
2020-02-27,CAD,1.3349
2020-02-27,AUD,1.5206
2020-02-27,EUR,0.9121
2020-02-27,GBP,0.7752
2020-02-28,USD,1.0
2020-02-28,CAD,1.3444
2020-02-28,AUD,1.5373
2020-02-28,EUR,0.911
2020-02-28,GBP,0.7772
2020-02-29,USD,1.0
2020-02-29,CAD,1.3444
2020-02-29,AUD,1.5373
2020-02-29,EUR,0.911
2020-02-29,GBP,0.7772
2020-03-01,USD,1.0
2020-03-01,CAD,1.3444
2020-03-01,AUD,1.5373
2020-03-01,EUR,0.911
2020-03-01,GBP,0.7772
2020-03-02,USD,1.0
2020-03-02,CAD,1.3358
2020-03-02,AUD,1.5283
2020-03-02,EUR,0.8991
2020-03-02,GBP,0.7832
2020-03-03,USD,1.0
2020-03-03,CAD,1.3364
2020-03-03,AUD,1.5212
2020-03-03,EUR,0.8995
2020-03-03,GBP,0.7827
2020-03-04,USD,1.0
2020-03-04,CAD,1.3359
2020-03-04,AUD,1.5096
2020-03-04,EUR,0.8989
2020-03-04,GBP,0.7807
2020-03-05,USD,1.0
2020-03-05,CAD,1.3427
2020-03-05,AUD,1.5122
2020-03-05,EUR,0.8939
2020-03-05,GBP,0.7747
2020-03-06,USD,1.0
2020-03-06,CAD,1.342
2020-03-06,AUD,1.5087
2020-03-06,EUR,0.8821
2020-03-06,GBP,0.7689
2020-03-07,USD,1.0
2020-03-07,CAD,1.342
2020-03-07,AUD,1.5087
2020-03-07,EUR,0.8821
2020-03-07,GBP,0.7689
2020-03-08,USD,1.0
2020-03-08,CAD,1.342
2020-03-08,AUD,1.5087
2020-03-08,EUR,0.8821
2020-03-08,GBP,0.7689
2020-03-09,USD,1.0
2020-03-09,CAD,1.3629
2020-03-09,AUD,1.5127
2020-03-09,EUR,0.8729
2020-03-09,GBP,0.7628
2020-03-10,USD,1.0
2020-03-10,CAD,1.3678
2020-03-10,AUD,1.5256
2020-03-10,EUR,0.878
2020-03-10,GBP,0.7672
2020-03-11,USD,1.0
2020-03-11,CAD,1.3743
2020-03-11,AUD,1.534
2020-03-11,EUR,0.8821
2020-03-11,GBP,0.7736
2020-03-12,USD,1.0
2020-03-12,CAD,1.3811
2020-03-12,AUD,1.5724
2020-03-12,EUR,0.8897
2020-03-12,GBP,0.7885
2020-03-13,USD,1.0
2020-03-13,CAD,1.3859
2020-03-13,AUD,1.5926
2020-03-13,EUR,0.9006
2020-03-13,GBP,0.8021
2020-03-14,USD,1.0
2020-03-14,CAD,1.3859
2020-03-14,AUD,1.5926
2020-03-14,EUR,0.9006
2020-03-14,GBP,0.8021
2020-03-15,USD,1.0
2020-03-15,CAD,1.3859
2020-03-15,AUD,1.5926
2020-03-15,EUR,0.9006
2020-03-15,GBP,0.8021
2020-03-16,USD,1.0
2020-03-16,CAD,1.3928
2020-03-16,AUD,1.6311
2020-03-16,EUR,0.8963
2020-03-16,GBP,0.8149
2020-03-17,USD,1.0
2020-03-17,CAD,1.4125
2020-03-17,AUD,1.6652
2020-03-17,EUR,0.9106
2020-03-17,GBP,0.827
2020-03-18,USD,1.0
2020-03-18,CAD,1.4404
2020-03-18,AUD,1.6982
2020-03-18,EUR,0.9146
2020-03-18,GBP,0.8431
2020-03-19,USD,1.0
2020-03-19,CAD,1.4464
2020-03-19,AUD,1.7253
2020-03-19,EUR,0.9258
2020-03-19,GBP,0.8609
2020-03-20,USD,1.0
2020-03-20,CAD,1.425
2020-03-20,AUD,1.7023
2020-03-20,EUR,0.934
2020-03-20,GBP,0.8502
2020-03-21,USD,1.0
2020-03-21,CAD,1.425
2020-03-21,AUD,1.7023
2020-03-21,EUR,0.934
2020-03-21,GBP,0.8502
2020-03-22,USD,1.0
2020-03-22,CAD,1.425
2020-03-22,AUD,1.7023
2020-03-22,EUR,0.934
2020-03-22,GBP,0.8502
2020-03-23,USD,1.0
2020-03-23,CAD,1.4384
2020-03-23,AUD,1.7236
2020-03-23,EUR,0.9274
2020-03-23,GBP,0.8622
2020-03-24,USD,1.0
2020-03-24,CAD,1.4494
2020-03-24,AUD,1.6891
2020-03-24,EUR,0.9223
2020-03-24,GBP,0.8494
2020-03-25,USD,1.0
2020-03-25,CAD,1.4352
2020-03-25,AUD,1.6619
2020-03-25,EUR,0.9236
2020-03-25,GBP,0.8451
2020-03-26,USD,1.0
2020-03-26,CAD,1.4084
2020-03-26,AUD,1.6539
2020-03-26,EUR,0.9107
2020-03-26,GBP,0.8319
2020-03-27,USD,1.0
2020-03-27,CAD,1.414
2020-03-27,AUD,1.6588
2020-03-27,EUR,0.911
2020-03-27,GBP,0.8176
2020-03-28,USD,1.0
2020-03-28,CAD,1.414
2020-03-28,AUD,1.6588
2020-03-28,EUR,0.911
2020-03-28,GBP,0.8176
2020-03-29,USD,1.0
2020-03-29,CAD,1.414
2020-03-29,AUD,1.6588
2020-03-29,EUR,0.911
2020-03-29,GBP,0.8176
2020-03-30,USD,1.0
2020-03-30,CAD,1.4162
2020-03-30,AUD,1.6332
2020-03-30,EUR,0.9063
2020-03-30,GBP,0.8057
2020-03-31,USD,1.0
2020-03-31,CAD,1.4254
2020-03-31,AUD,1.6399
2020-03-31,EUR,0.9127
2020-03-31,GBP,0.8091
2020-04-01,USD,1.0
2020-04-01,CAD,1.4266
2020-04-01,AUD,1.6508
2020-04-01,EUR,0.9144
2020-04-01,GBP,0.8089
2020-04-02,USD,1.0
2020-04-02,CAD,1.4167
2020-04-02,AUD,1.6477
2020-04-02,EUR,0.9169
2020-04-02,GBP,0.8045
2020-04-03,USD,1.0
2020-04-03,CAD,1.4185
2020-04-03,AUD,1.6694
2020-04-03,EUR,0.9272
2020-04-03,GBP,0.8146
2020-04-04,USD,1.0
2020-04-04,CAD,1.4185
2020-04-04,AUD,1.6694
2020-04-04,EUR,0.9272
2020-04-04,GBP,0.8146
2020-04-05,USD,1.0
2020-04-05,CAD,1.4185
2020-04-05,AUD,1.6694
2020-04-05,EUR,0.9272
2020-04-05,GBP,0.8146
2020-04-06,USD,1.0
2020-04-06,CAD,1.416
2020-04-06,AUD,1.6486
2020-04-06,EUR,0.9267
2020-04-06,GBP,0.8136
2020-04-07,USD,1.0
2020-04-07,CAD,1.4018
2020-04-07,AUD,1.6149
2020-04-07,EUR,0.9187
2020-04-07,GBP,0.8093
2020-04-08,USD,1.0
2020-04-08,CAD,1.4013
2020-04-08,AUD,1.6186
2020-04-08,EUR,0.9199
2020-04-08,GBP,0.809
2020-04-09,USD,1.0
2020-04-09,CAD,1.4047
2020-04-09,AUD,1.6052
2020-04-09,EUR,0.9202
2020-04-09,GBP,0.8058
2020-04-10,USD,1.0
2020-04-10,CAD,1.4047
2020-04-10,AUD,1.6052
2020-04-10,EUR,0.9202
2020-04-10,GBP,0.8058
2020-04-11,USD,1.0
2020-04-11,CAD,1.4047
2020-04-11,AUD,1.6052
2020-04-11,EUR,0.9202
2020-04-11,GBP,0.8058
2020-04-12,USD,1.0
2020-04-12,CAD,1.4047
2020-04-12,AUD,1.6052
2020-04-12,EUR,0.9202
2020-04-12,GBP,0.8058
2020-04-13,USD,1.0
2020-04-13,CAD,1.4047
2020-04-13,AUD,1.6052
2020-04-13,EUR,0.9202
2020-04-13,GBP,0.8058
2020-04-14,USD,1.0
2020-04-14,CAD,1.3917
2020-04-14,AUD,1.5633
2020-04-14,EUR,0.9122
2020-04-14,GBP,0.7959
2020-04-15,USD,1.0
2020-04-15,CAD,1.406
2020-04-15,AUD,1.5866
2020-04-15,EUR,0.9172
2020-04-15,GBP,0.8015
2020-04-16,USD,1.0
2020-04-16,CAD,1.4106
2020-04-16,AUD,1.5858
2020-04-16,EUR,0.9184
2020-04-16,GBP,0.8005
2020-04-17,USD,1.0
2020-04-17,CAD,1.407
2020-04-17,AUD,1.5735
2020-04-17,EUR,0.9208
2020-04-17,GBP,0.8009
2020-04-18,USD,1.0
2020-04-18,CAD,1.407
2020-04-18,AUD,1.5735
2020-04-18,EUR,0.9208
2020-04-18,GBP,0.8009
2020-04-19,USD,1.0
2020-04-19,CAD,1.407
2020-04-19,AUD,1.5735
2020-04-19,EUR,0.9208
2020-04-19,GBP,0.8009
2020-04-20,USD,1.0
2020-04-20,CAD,1.4111
2020-04-20,AUD,1.5732
2020-04-20,EUR,0.9208
2020-04-20,GBP,0.8043
2020-04-21,USD,1.0
2020-04-21,CAD,1.4204
2020-04-21,AUD,1.5932
2020-04-21,EUR,0.9228
2020-04-21,GBP,0.8131
2020-04-22,USD,1.0
2020-04-22,CAD,1.4148
2020-04-22,AUD,1.5827
2020-04-22,EUR,0.9202
2020-04-22,GBP,0.8091
2020-04-23,USD,1.0
2020-04-23,CAD,1.4135
2020-04-23,AUD,1.5706
2020-04-23,EUR,0.9283
2020-04-23,GBP,0.8095
2020-04-24,USD,1.0
2020-04-24,CAD,1.4049
2020-04-24,AUD,1.5688
2020-04-24,EUR,0.9259
2020-04-24,GBP,0.8102
2020-04-25,USD,1.0
2020-04-25,CAD,1.4049
2020-04-25,AUD,1.5688
2020-04-25,EUR,0.9259
2020-04-25,GBP,0.8102
2020-04-26,USD,1.0
2020-04-26,CAD,1.4049
2020-04-26,AUD,1.5688
2020-04-26,EUR,0.9259
2020-04-26,GBP,0.8102
2020-04-27,USD,1.0
2020-04-27,CAD,1.4057
2020-04-27,AUD,1.5476
2020-04-27,EUR,0.9215
2020-04-27,GBP,0.8041
2020-04-28,USD,1.0
2020-04-28,CAD,1.3955
2020-04-28,AUD,1.5385
2020-04-28,EUR,0.9194
2020-04-28,GBP,0.8006
2020-04-29,USD,1.0
2020-04-29,CAD,1.3954
2020-04-29,AUD,1.5362
2020-04-29,EUR,0.9223
2020-04-29,GBP,0.8059
2020-04-30,USD,1.0
2020-04-30,CAD,1.3863
2020-04-30,AUD,1.5261
2020-04-30,EUR,0.9195
2020-04-30,GBP,0.7991
2020-05-01,USD,1.0
2020-05-01,CAD,1.3863
2020-05-01,AUD,1.5261
2020-05-01,EUR,0.9195
2020-05-01,GBP,0.7991
2020-05-02,USD,1.0
